,file,time(s)
small grid,grid-6-7,0.016997575759887695
medium grid,grid-25-40,1.1089985370635986
large grid,grid-100-180,0.01199793815612793
small random,rand-5-7,0.01501607894897461
medium random,rand-25-50,1.4390010833740234
large random,rand-80-350,0.01299738883972168
small tree,tree-5-4,0.020003080368041992
medium tree,tree-25-24,0.2630009651184082
large tree,tree-100-99,0.013000011444091797
